Time,ref,est
1662483308.9401865,0.004077714867889881,0.04579397663474083
1662483308.9962234,0.004111140966415405,0.048195939511060715
1662483309.0511732,0.003452105214819312,0.05026081204414368
1662483309.1061845,0.003749263472855091,0.052116457372903824
1662483309.1611216,0.0038973381742835045,0.05893377587199211
1662483309.2162223,0.004609893076121807,0.033616870641708374
1662483309.2711475,0.005200445186346769,0.052362632006406784
1662483309.3271918,0.00307375262491405,0.054074641317129135
1662483309.382349,0.004410747438669205,0.05568162351846695
1662483309.437158,0.004032133147120476,0.04845456779003143
1662483309.493231,0.00304258125834167,0.0523381382226944
1662483309.548235,0.003059233073145151,0.05759912356734276
1662483309.603239,0.004218175075948238,0.05200852453708649
1662483309.6592731,0.0031098651234060526,0.024773286655545235
1662483309.879254,0.0032251535449177027,0.05014748126268387
1662483310.0992908,0.004279518499970436,0.04590066522359848
1662483310.3192627,0.004106903448700905,0.052110232412815094
1662483310.374259,0.0031610180158168077,0.03977620601654053
1662483310.4293373,0.005214876029640436,0.041251588612794876
1662483310.5943096,0.003756485413759947,0.045536596328020096
1662483310.8693676,0.0028792310040444136,0.05057132989168167
1662483311.0893352,0.004171004518866539,0.047281816601753235
1662483311.1443758,0.003680963534861803,0.05191013589501381
1662483311.1993718,0.004680203273892403,0.05385835841298103
1662483311.3644454,0.004162432625889778,0.04993285611271858
1662483311.5843658,0.004325497895479202,0.04527796804904938
1662483311.8594544,0.003815717762336135,0.04769944027066231
1662483312.079481,0.004335397854447365,0.057261206209659576
1662483312.1345146,0.002874994184821844,0.048549216240644455
1662483312.1895084,0.004017946310341358,0.04993285611271858
1662483312.244449,0.004060075618326664,0.04571012035012245
1662483312.299518,0.004091681446880102,0.05117327347397804
1662483312.3545258,0.0035156570374965668,0.04303458705544472
1662483312.409635,0.004235289990901947,0.04197807237505913
1662483312.4645083,0.0036900120321661234,0.03548040613532066
1662483312.519486,0.0025358558632433414,0.031681936234235764
1662483312.5745609,0.0038291700184345245,0.015387952327728271
1662483312.6295211,0.0028579263016581535,0.05206415057182312
1662483312.6845858,0.003151791403070092,0.017452826723456383
1662483312.7395184,0.002205357886850834,0.029984870925545692
1662483312.7944982,0.002879299456253648,0.05649196356534958
1662483312.849552,0.001955494750291109,0.03337733820080757
1662483312.9045532,0.0022468562237918377,0.056906264275312424
1662483312.9595916,0.004320111591368914,0.04703356698155403
1662483313.0146165,0.0035877632908523083,0.04789496585726738
1662483313.069544,0.0029427683912217617,0.04095643013715744
1662483313.1246686,0.0018937567947432399,0.053424540907144547
1662483313.1796358,0.003236600896343589,0.03706330806016922
1662483313.2345996,0.001648381003178656,0.0551278330385685
1662483313.2896266,0.0025461562909185886,0.0451970137655735
1662483313.3445988,0.0034263627603650093,0.04959908872842789
1662483313.3996017,0.0030062440782785416,0.05396546050906181
1662483313.4546504,0.0029782874044030905,0.053596824407577515
1662483313.509587,0.0021245621610432863,0.044392071664333344
1662483313.5646029,0.0014964161673560739,0.04870738461613655
1662483313.6196325,0.001142700668424368,0.05385005474090576
1662483313.6746013,0.004430556204169989,0.04854755476117134
1662483313.7295873,0.0051360963843762875,0.04464032128453255
1662483313.7847369,0.005020990967750549,0.04538797587156296
1662483313.8397076,0.004484265577048063,0.04050061106681824
1662483313.894589,0.001764100743457675,0.03502832353115082
1662483313.9496322,0.0012448744382709265,0.04252563416957855
1662483314.114741,0.0021855647210031748,0.0484279990196228
1662483314.3897495,0.004055183380842209,0.04804690554738045
1662483314.609671,0.00369392242282629,0.027924563735723495
1662483314.664643,0.0036620323080569506,0.04904073476791382
1662483314.7196598,0.002438586438074708,0.05169260501861572
1662483314.7747307,0.006700752768665552,0.050958652049303055
1662483314.8297343,0.007826111279428005,0.04919516295194626
1662483314.8847232,0.006110338494181633,0.04945047199726105
1662483314.939731,0.005201409105211496,0.05652351304888725
1662483314.9947324,0.0036373226903378963,0.03345870599150658
1662483315.0497396,0.002076881704851985,0.05105496197938919
1662483315.2698236,0.006511207204312086,0.05283837392926216
1662483315.4898214,0.004531193058937788,0.06219547986984253
1662483315.5448132,0.004303628578782082,0.03958067670464516
1662483315.5999265,0.005814990494400263,0.04611197113990784
1662483315.6548235,0.004787743091583252,0.06168569624423981
1662483315.7098353,0.005240451078861952,0.04469221457839012
1662483315.764837,0.0043723988346755505,0.046279266476631165
1662483315.81985,0.0043490235693752766,0.03535129874944687
1662483315.8748908,0.002545361639931798,0.03500590845942497
1662483315.9298642,0.0033030130434781313,0.048347461968660355
1662483315.9848237,0.004413630813360214,0.035382434725761414
1662483316.039831,0.004828130826354027,0.03277871757745743
1662483316.094843,0.005108383949846029,0.04773513972759247
1662483316.1499116,0.005097478162497282,0.0517444983124733
1662483316.2048962,0.004132155328989029,0.050302326679229736
1662483316.2598794,0.00323217804543674,0.04311636835336685
1662483316.424993,0.00411428976804018,0.04847366362810135
1662483316.6448655,0.005265507847070694,0.03976084291934967
1662483316.9199257,0.006104052998125553,0.04458220303058624
1662483317.1399434,0.00218491954728961,0.006707515101879835
1662483317.1950405,0.00468147499486804,0.0461592935025692
1662483317.2499588,0.0041608321480453014,0.053463149815797806
